database;annotation;image;segmented;label;pose;truncated;occluded;xmin;ymin;xmax;ymax
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;874;424;923;509
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;597;723;692;787
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;174;536;238;587
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1105;785;1175;839
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;657;1095;777;1155
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;983;503;1043;565
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1328;752;1386;800
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1241;574;1347;614
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1253;653;1329;726
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1183;951;1229;1043
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;665;690;738;796
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;297;361;382;397
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;696;269;754;358
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;574;50;620;135
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;684;72;723;172
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;924;227;1012;282
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1229;26;1338;65
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;416;419;495;486
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;537;449;632;495
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;754;948;816;1070
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;383;536;447;631
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;30;430;87;519
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;938;841;1022;905
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;374;734;428;798
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;209;368;255;432
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;824;280;919;368
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1377;201;1425;280
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1119;276;1179;329
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;636;129;742;228
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;244;18;310;123
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;616;835;696;917
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;;;;;;;;
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;521;20;577;42
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;556;15;601;100
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1210;189;1332;228
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1427;77;1507;129
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;863;437;925;509
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;283;193;368;232
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;125;397;166;422
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;127;410;203;455
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;209;794;253;897
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;106;926;189;1008
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;577;814;719;858
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1208;926;1297;1027
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1183;1103;1307;1138
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1468;401;1516;468
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;267;482;310;550
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;9;934;56;981
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1387;434;1493;489
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;449;571;540;644
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;196;248;300;309
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;522;78;574;166
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;379;662;470;732
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;2;1104;72;1162
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;196;467;273;534
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;343;489;446;528
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;461;837;539;872
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;647;959;715;1014
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1185;730;1235;773
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1377;210;1441;253
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;756;653;826;785
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1035;810;1082;897
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1121;849;1204;907
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1223;946;1295;1012
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;733;1078;816;1167
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;230;924;335;990
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1505;532;1561;593
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;651;468;705;538
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1198;793;1244;866
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1003;839;1055;933
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;206;172;288;245
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;539;606;645;662
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;632;313;729;360
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;723;354;799;399
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;843;375;921;447
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1020;418;1161;486
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1443;511;1497;589
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1258;798;1326;835
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1256;843;1346;907
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1392;936;1441;1056
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1485;818;1600;880
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;725;207;762;317
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;131;42;180;133
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;521;49;608;110
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;331;156;498;191
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;548;796;583;903
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;519;794;562;887
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;32;881;120;912
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;123;878;175;942
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;44;1168;120;1204
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;714;705;781;757
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;644;781;708;839
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1031;1064;1104;1110
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1378;781;1439;824
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;403;659;492;684
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;2;312;78;391
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1554;824;1630;860
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;424;843;560;880
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;736;290;835;321
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;853;389;923;414
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;551;1120;607;1167
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;402;439;446;514
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;211;860;281;971
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;432;463;480;542
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;469;536;556;593
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;209;606;288;695
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;337;612;480;655
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1241;666;1346;730
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;682;657;758;709
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;686;705;748;771
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;568;622;661;651
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;960;457;1060;505
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;414;587;502;641
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;682;447;742;507
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;283;191;337;218
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;310;216;378;271
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;40;961;92;996
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;868;868;907;907
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;903;903;948;946
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1390;470;1470;515
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;385;701;426;769
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;238;664;325;707
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;209;1083;290;1132
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;455;1060;508;1138
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;364;800;473;849
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;372;711;471;798
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;688;709;781;771
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;936;692;1037;744
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;684;1089;820;1136
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1470;686;1545;759
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1382;422;1439;488
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1223;430;1311;494
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1249;261;1316;371
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1448;88;1497;176
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;554;496;599;565
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1485;810;1549;866
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;430;600;511;682
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;876;622;952;668
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;725;800;781;862
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;766;887;843;920
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;742;238;787;335
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1351;110;1404;181
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;254;178;324;245
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;461;312;522;373
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1384;108;1463;181
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1423;501;1548;540
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;111;869;184;951
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;339;30;378;146
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;302;38;345;137
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1095;583;1173;655
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;370;802;416;889
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;376;732;422;794
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;888;385;964;507
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;480;519;543;629
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;300;547;333;641
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;266;187;355;260
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1136;963;1216;1078
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;601;841;661;928
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;672;554;725;651
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;306;203;352;329
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;15;63;96;108
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1256;137;1324;216
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1474;375;1571;447
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;927;754;985;825
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;153;895;197;979
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;302;606;358;670
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1188;699;1233;767
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;624;695;672;771
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;409;472;461;548
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;418;412;467;494
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;775;579;826;674
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;733;292;812;333
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;777;337;826;408
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;853;480;909;554
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;971;662;1024;717
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1210;534;1344;617
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1460;644;1509;738
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1487;906;1615;1018
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;78;166;126;288
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;751;470;802;586
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;764;600;810;664
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;67;358;131;412
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;153;364;199;399
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;438;44;515;112
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;936;358;1041;420
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;595;73;715;110
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;127;40;246;110
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1448;0;1522;40
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1291;273;1392;323
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1012;777;1091;823
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;626;503;692;554
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;3;882;73;944
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1254;1056;1357;1132
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1064;1145;1155;1213
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1119;620;1179;662
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1355;967;1410;1004
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;273;483;388;528
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1113;560;1192;610
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;612;645;674;732
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;110;501;162;567
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;752;164;822;224
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1055;528;1107;598
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1195;327;1250;394
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1350;854;1417;918
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;446;455;510;492
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;705;20;748;112
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;131;117;197;148
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;804;523;835;587
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1014;385;1043;461
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;705;600;769;629
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;680;626;711;726
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;758;626;835;657
